Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
SLC6A7,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A13,0,0,0,0,2,0,0,0,0,2,2,2
SLC7A6,0,0,0,0,2,0,0,0,0,2,2,2
SLC8A2,1,0,0,0,1,0,0,0,0,2,2,2
SLC8B1,0,0,0,0,2,0,0,0,0,2,2,2
SLC9A1,1,0,0,0,1,0,0,0,0,2,2,2
SLC9A3R1,0,0,0,0,2,0,0,0,0,2,2,2
SLC9A5,0,0,0,0,1,0,0,1,0,2,2,2
SLCO2B1,0,0,1,0,1,0,0,0,0,2,2,2
SLCO4A1,0,0,0,0,2,0,0,0,0,2,2,2
SMCP,0,0,0,0,2,0,0,0,0,2,2,2
SMG9,1,0,0,0,1,0,0,0,0,2,2,2
SMPD4,0,0,0,0,2,0,0,0,0,2,2,2
SMR3B,0,0,0,0,2,0,0,0,0,2,2,2
SMURF1,0,0,0,0,2,0,0,0,0,2,2,2
SMYD2,0,0,0,0,2,0,0,0,0,2,2,2
SNAI1,0,0,0,0,2,0,0,0,0,2,2,2
SNAP23,1,0,0,0,1,0,0,0,0,2,2,2
SNAPIN,0,0,0,0,2,0,0,0,0,2,2,2
SNN,0,0,0,0,2,0,0,0,0,2,2,2
SNRNP70,0,0,0,0,1,0,0,1,0,2,2,2
SNRPA,0,0,0,0,2,0,0,0,0,2,2,2
SNRPB,0,1,0,0,1,0,0,0,0,2,2,2
SNRPG,0,0,0,0,1,0,0,0,1,2,2,2
SNU13,0,0,0,0,1,1,0,0,0,2,2,2
SNX1,0,0,0,0,2,0,0,0,0,2,2,2
SNX16,0,0,0,0,1,0,0,1,0,2,2,2
SNX20,0,0,0,0,2,0,0,0,0,2,2,2
SNX31,0,0,0,0,2,0,0,0,0,2,2,2
SNX33,0,0,0,0,2,0,0,0,0,2,2,2
SNX4,0,0,0,0,2,0,0,0,0,2,2,2
SNX5,0,0,1,0,0,0,0,1,0,2,2,2
SNX9,0,0,0,0,2,0,0,0,0,2,2,2
SOAT2,0,0,0,0,2,0,0,0,0,2,2,2
SOCS5,1,0,0,0,1,0,0,0,0,2,2,2
SOD1,0,0,0,0,2,0,0,0,0,2,2,2
SOHLH2,0,0,0,0,2,0,0,0,0,2,2,2
SORD,0,0,0,0,2,0,0,0,0,2,2,2
SOX10,0,0,0,0,2,0,0,0,0,2,2,2
SOX15,1,0,0,0,1,0,0,0,0,2,2,2
SOX4,0,0,0,0,2,0,0,0,0,2,2,2
SPANXN5,0,0,0,0,1,1,0,0,0,2,2,2
SPATA17,0,0,0,0,2,0,0,0,0,2,2,2
SPATA21,0,0,0,0,2,0,0,0,0,2,2,2
SPDYC,0,0,0,0,2,0,0,0,0,2,2,2
SPDYE3,0,0,0,0,1,1,0,0,0,2,2,2
SPDYE5,0,0,0,0,2,0,0,0,0,2,2,2
SPESP1,0,0,0,0,2,0,0,0,0,2,2,2
SPG21,0,0,0,0,2,0,0,0,0,2,2,2
SPIC,0,0,0,0,2,0,0,0,0,2,2,2
SPIN1,0,0,0,0,2,0,0,0,0,2,2,2
SPIN3,0,0,0,0,2,0,0,0,0,2,2,2
SPINK2,0,0,0,0,2,0,0,0,0,2,2,2
SPINT1,0,0,0,0,2,0,0,0,0,2,2,2
SPIRE2,1,0,0,0,1,0,0,0,0,2,2,2
SPN,0,0,0,0,1,1,0,0,0,2,2,2
SPNS2,0,0,0,0,2,0,0,0,0,2,2,2
SPNS3,0,0,0,0,2,0,0,0,0,2,2,2
SPO11,0,0,0,0,1,0,0,1,0,2,2,2
SPOCD1,0,0,0,0,2,0,0,0,0,2,2,2
SPOCK2,0,0,0,0,2,0,0,0,0,2,2,2
SPOPL,0,0,0,0,2,0,0,0,0,2,2,2
SPPL2C,0,0,0,0,2,0,0,0,0,2,2,2
SPRED2,0,1,0,0,0,0,0,1,0,2,2,2
SPRYD3,1,0,0,0,1,0,0,0,0,2,2,2
SPRYD7,0,0,0,0,2,0,0,0,0,2,2,2
SPSB1,0,0,0,0,2,0,0,0,0,2,2,2
SPSB3,0,0,0,0,2,0,0,0,0,2,2,2
SPX,0,0,0,0,2,0,0,0,0,2,2,2
SQLE,0,0,1,0,1,0,0,0,0,2,2,2
SRA1,0,0,0,0,2,0,0,0,0,2,2,2
SRCIN1,0,0,0,0,2,0,0,0,0,2,2,2
SRD5A2,0,1,0,0,1,0,0,0,0,2,2,2
SRFBP1,0,0,0,0,2,0,0,0,0,2,2,2
SRM,0,0,0,0,2,0,0,0,0,2,2,2
SRMS,1,0,0,0,1,0,0,0,0,2,2,2
SRP54,0,0,0,0,2,0,0,0,0,2,2,2
SRSF8,0,0,0,0,2,0,0,0,0,2,2,2
SSBP4,0,0,0,0,2,0,0,0,0,2,2,2
SSC4D,0,0,0,0,2,0,0,0,0,2,2,2
SSMEM1,0,0,0,0,2,0,0,0,0,2,2,2
SSR1,0,0,0,0,2,0,0,0,0,2,2,2
SSR4,0,0,0,0,2,0,0,0,0,2,2,2
SSTR3,0,0,0,0,2,0,0,0,0,2,2,2
SSUH2,0,0,0,0,2,0,0,0,0,2,2,2
SSX5,0,0,0,0,2,0,0,0,0,2,2,2
ST3GAL4,0,0,0,0,2,0,0,0,0,2,2,2
ST3GAL6,0,0,0,0,1,0,0,1,0,2,2,2
ST6GAL2,0,1,0,0,1,0,0,0,0,2,2,2
ST8SIA1,0,0,0,0,1,1,0,0,0,2,2,2
STAM,0,0,0,0,1,0,0,1,0,2,2,2
STAR,0,0,0,0,2,0,0,0,0,2,2,2
STARD10,0,0,0,0,2,0,0,0,0,2,2,2
STARD13,0,0,0,0,1,1,0,0,0,2,2,2
STARD4,0,0,0,0,2,0,0,0,0,2,2,2
STARD5,0,0,0,0,1,1,0,0,0,2,2,2
STARD6,0,0,0,0,2,0,0,0,0,2,2,2
STAT1,0,0,0,0,2,0,0,0,0,2,2,2
STATH,0,0,0,0,2,0,0,0,0,2,2,2
STAU2,1,0,0,0,1,0,0,0,0,2,2,2
STEAP1,0,0,0,0,2,0,0,0,0,2,2,2
STEAP3,0,0,0,0,2,0,0,0,0,2,2,2
STIM2,1,0,0,0,1,0,0,0,0,2,2,2
STIMATE-MUSTN1,0,0,0,0,2,0,0,0,0,2,2,2
STK11,0,0,0,0,0,2,0,0,0,2,2,2
STK19,0,0,0,0,2,0,0,0,0,2,2,2
STK24,0,0,0,0,2,0,0,0,0,2,2,2
STK3,0,0,0,0,2,0,0,0,0,2,2,2
STK32A,0,0,0,0,2,0,0,0,0,2,2,2
STK33,0,0,0,0,2,0,0,0,0,2,2,2
STK39,0,0,0,0,1,1,0,0,0,2,2,2
STMN4,0,0,0,0,2,0,0,0,0,2,2,2
STON1-GTF2A1L,0,0,0,0,2,0,0,0,0,2,2,2
STPG2,1,0,0,0,1,0,0,0,0,2,2,2
STPG4,0,0,0,0,2,0,0,0,0,2,2,2
STRA8,0,0,0,0,1,0,0,1,0,2,2,2
STRC,0,0,0,0,2,0,0,0,0,2,2,2
STS,0,0,0,0,2,0,0,0,0,2,2,2
STX10,0,0,0,0,1,1,0,0,0,2,2,2
STX11,0,0,0,0,2,0,0,0,0,2,2,2
STX16,0,0,0,0,2,0,0,0,0,2,2,2
STX18,0,0,0,0,2,0,0,0,0,2,2,2
STX19,0,0,0,0,2,0,0,0,0,2,2,2
STXBP6,0,0,0,0,2,0,0,0,0,2,2,2
STYX,0,0,0,0,2,0,0,0,0,2,2,2
SUCLG2,1,0,0,0,1,0,0,0,0,2,2,2
SUDS3,0,0,0,0,2,0,0,0,0,2,2,2
SUFU,0,0,0,0,2,0,0,0,0,2,2,2
SUGT1,0,0,0,0,2,0,0,0,0,2,2,2
SULT1A1,0,0,0,0,2,0,0,0,0,2,2,2
SULT1A2,0,0,0,0,2,0,0,0,0,2,2,2
SULT1B1,0,0,0,0,2,0,0,0,0,2,2,2
SULT2B1,0,0,0,0,2,0,0,0,0,2,2,2
SULT4A1,0,0,0,0,1,1,0,0,0,2,2,2
SUMF2,0,0,0,0,2,0,0,0,0,2,2,2
SUPT3H,0,0,0,0,2,0,0,0,0,2,2,2
SUV39H1,0,0,0,0,2,0,0,0,0,2,2,2
SVBP,1,0,0,0,1,0,0,0,0,2,2,2
SVOP,0,0,0,0,2,0,0,0,0,2,2,2
SWSAP1,0,0,0,0,2,0,0,0,0,2,2,2
SYAP1,0,0,1,0,1,0,0,0,0,2,2,2
SYNDIG1,0,0,0,0,2,0,0,0,0,2,2,2
SYNGR2,0,0,0,0,2,0,0,0,0,2,2,2
SYNGR4,0,0,0,0,2,0,0,0,0,2,2,2
SYPL2,0,0,0,0,2,0,0,0,0,2,2,2
SYT1,1,0,0,0,1,0,0,0,0,2,2,2
SYT12,0,0,0,0,2,0,0,0,0,2,2,2
SYT15,1,0,0,0,1,0,0,0,0,2,2,2
SYT3,0,0,0,0,1,1,0,0,0,2,2,2
SYTL1,1,0,0,0,1,0,0,0,0,2,2,2
SYTL5,0,0,0,0,1,1,0,0,0,2,2,2
TADA2B,0,0,1,0,1,0,0,0,0,2,2,2
TAF1C,0,0,0,0,2,0,0,0,0,2,2,2
TAMALIN,0,0,0,0,2,0,0,0,0,2,2,2
TAMM41,0,0,0,0,2,0,0,0,0,2,2,2
TANK,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R13,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R14,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R19,1,1,0,0,0,0,0,0,0,2,2,2
TAS2R38,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R40,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R41,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R43,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R5,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R50,0,0,0,0,1,1,0,0,0,2,2,2
TAS2R8,0,0,0,0,2,0,0,0,0,2,2,2
TAS2R9,0,0,0,0,2,0,0,0,0,2,2,2
TATDN1,0,0,0,0,2,0,0,0,0,2,2,2
TAZ,0,0,0,0,1,0,0,1,0,2,2,2
TBC1D10A,1,0,0,0,1,0,0,0,0,2,2,2
TBC1D10B,0,0,1,0,1,0,0,0,0,2,2,2
TBC1D10C,0,0,0,0,2,0,0,0,0,2,2,2
TBC1D3F,0,0,0,0,2,0,0,0,0,2,2,2
TBCCD1,0,0,0,0,2,0,0,0,0,2,2,2
TBK1,0,0,0,0,2,0,0,0,0,2,2,2
TBPL2,0,0,0,0,2,0,0,0,0,2,2,2
TBRG1,1,0,0,0,1,0,0,0,0,2,2,2
TBRG4,0,0,0,0,2,0,0,0,0,2,2,2
TBXT,0,0,0,0,2,0,0,0,0,2,2,2
TCAIM,0,0,0,0,2,0,0,0,0,2,2,2
TCEAL3,0,0,0,0,2,0,0,0,0,2,2,2
TCEAL6,0,0,0,0,2,0,0,0,0,2,2,2
TCF21,0,0,0,0,2,0,0,0,0,2,2,2
TCF23,0,0,0,0,2,0,0,0,0,2,2,2
TCF3,1,0,0,0,1,0,0,0,0,2,2,2
TCF7,1,0,0,0,1,0,0,0,0,2,2,2
TCFL5,1,0,0,0,1,0,0,0,0,2,2,2
TCIRG1,0,0,0,0,2,0,0,0,0,2,2,2
TCL1B,1,0,0,0,0,0,0,1,0,2,2,2
TCP1,1,0,0,0,1,0,0,0,0,2,2,2
TCTE1,0,0,0,0,2,0,0,0,0,2,2,2
TCTEX1D1,0,0,0,0,2,0,0,0,0,2,2,2
TDP2,0,0,0,0,0,2,0,0,0,2,2,2
TDRD3,1,0,0,0,1,0,0,0,0,2,2,2
TEAD3,0,0,0,0,2,0,0,0,0,2,2,2
TECPR1,0,0,0,0,2,0,0,0,0,2,2,2
TECRL,0,0,0,0,2,0,0,0,0,2,2,2
TEDC1,0,0,0,0,2,0,0,0,0,2,2,2
TEDC2,0,0,0,0,1,0,0,1,0,2,2,2
TENT2,0,0,0,0,2,0,0,0,0,2,2,2
TENT5A,1,0,0,0,1,0,0,0,0,2,2,2
TENT5C,0,0,0,0,2,0,0,0,0,2,2,2
TEPSIN,0,0,0,0,2,0,0,0,0,2,2,2
TERF1,0,0,0,0,2,0,0,0,0,2,2,2
TES,0,0,0,0,2,0,0,0,0,2,2,2
TESC,0,0,0,0,2,0,0,0,0,2,2,2
TESMIN,0,0,0,0,2,0,0,0,0,2,2,2
TESPA1,0,0,0,0,2,0,0,0,0,2,2,2
TEX101,0,0,0,0,2,0,0,0,0,2,2,2
TEX33,0,0,0,0,1,0,0,1,0,2,2,2
TEX37,1,0,0,0,1,0,0,0,0,2,2,2
TEX45,1,0,0,0,1,0,0,0,0,2,2,2
TFAP2D,0,0,0,0,2,0,0,0,0,2,2,2
TFB1M,0,0,0,0,1,1,0,0,0,2,2,2
TFPT,0,0,0,0,2,0,0,0,0,2,2,2
TFRC,0,0,0,0,2,0,0,0,0,2,2,2
TGDS,0,0,0,0,1,1,0,0,0,2,2,2
TGFB1,1,0,0,0,1,0,0,0,0,2,2,2
TGFB3,0,0,0,0,2,0,0,0,0,2,2,2
TGIF1,1,0,0,0,1,0,0,0,0,2,2,2
TGIF2LX,0,0,0,0,2,0,0,0,0,2,2,2
TGM6,0,0,0,0,2,0,0,0,0,2,2,2
THAP11,1,0,0,0,1,0,0,0,0,2,2,2
THBD,0,0,0,0,2,0,0,0,0,2,2,2
THEG,0,0,0,0,1,1,0,0,0,2,2,2
THG1L,0,0,0,0,2,0,0,0,0,2,2,2
THOC5,0,0,0,0,2,0,0,0,0,2,2,2
THPO,1,0,0,0,1,0,0,0,0,2,2,2
THUMPD2,0,0,0,0,2,0,0,0,0,2,2,2
TIAL1,0,0,0,0,1,1,0,0,0,2,2,2
TIFA,0,0,0,0,2,0,0,0,0,2,2,2
TIMM17A,0,0,0,0,2,0,0,0,0,2,2,2
TIMM21,1,0,0,0,1,0,0,0,0,2,2,2
TIMM44,0,0,0,0,2,0,0,0,0,2,2,2
TIMMDC1,0,0,0,0,2,0,0,0,0,2,2,2
TIRAP,0,0,0,0,1,1,0,0,0,2,2,2
TJAP1,0,0,0,0,2,0,0,0,0,2,2,2
TLCD3A,0,0,0,0,2,0,0,0,0,2,2,2
TLE4,0,0,0,0,2,0,0,0,0,2,2,2
TLR6,0,0,0,0,2,0,0,0,0,2,2,2
TLX2,0,0,0,0,2,0,0,0,0,2,2,2
TM2D3,0,0,0,0,2,0,0,0,0,2,2,2
TMBIM4,0,0,0,0,2,0,0,0,0,2,2,2
TMC1,0,0,0,0,2,0,0,0,0,2,2,2
TMCC2,0,0,0,0,2,0,0,0,0,2,2,2
TMED10,0,0,0,0,2,0,0,0,0,2,2,2
TMED4,0,0,0,0,2,0,0,0,0,2,2,2
TMED6,0,0,0,0,1,1,0,0,0,2,2,2
TMEFF2,0,0,0,0,2,0,0,0,0,2,2,2
TMEM100,0,1,0,0,1,0,0,0,0,2,2,2
TMEM126A,1,0,0,0,1,0,0,0,0,2,2,2
TMEM132A,0,0,0,0,2,0,0,0,0,2,2,2
TMEM144,0,0,1,0,1,0,0,0,0,2,2,2
TMEM155,0,0,0,0,2,0,0,0,0,2,2,2
TMEM163,0,0,0,0,2,0,0,0,0,2,2,2
TMEM167A,0,0,0,0,2,0,0,0,0,2,2,2
TMEM167B,1,0,0,0,1,0,0,0,0,2,2,2
TMEM176B,0,0,0,0,1,1,0,0,0,2,2,2
TMEM179,0,0,0,0,2,0,0,0,0,2,2,2
TMEM18,0,0,0,0,2,0,0,0,0,2,2,2
TMEM182,0,0,0,0,2,0,0,0,0,2,2,2
TMEM184A,0,0,0,0,2,0,0,0,0,2,2,2
TMEM184B,0,0,0,0,2,0,0,0,0,2,2,2
TMEM184C,0,0,0,0,2,0,0,0,0,2,2,2
TMEM187,0,0,0,0,2,0,0,0,0,2,2,2
TMEM19,0,0,0,0,2,0,0,0,0,2,2,2
TMEM207,0,0,0,0,2,0,0,0,0,2,2,2
TMEM236,0,0,0,0,2,0,0,0,0,2,2,2
TMEM26,0,0,0,0,2,0,0,0,0,2,2,2
TMEM268,0,1,0,0,1,0,0,0,0,2,2,2
TMEM273,0,0,0,0,2,0,0,0,0,2,2,2
TMEM30A,0,0,0,0,2,0,0,0,0,2,2,2
TMEM31,0,0,0,0,1,1,0,0,0,2,2,2
TMEM41A,0,0,0,0,2,0,0,0,0,2,2,2
TMEM44,0,0,0,0,2,0,0,0,0,2,2,2
TMEM50A,1,0,0,0,1,0,0,0,0,2,2,2
TMEM63B,1,0,0,0,0,0,0,1,0,2,2,2
TMEM64,0,0,0,0,2,0,0,0,0,2,2,2
TMEM70,0,0,0,0,2,0,0,0,0,2,2,2
TMOD3,0,0,0,0,1,1,0,0,0,2,2,2
TMPRSS11B,0,0,0,0,0,0,0,2,0,2,2,2
TMPRSS11D,0,0,0,0,2,0,0,0,0,2,2,2
TMPRSS11E,0,0,0,0,2,0,0,0,0,2,2,2
TMSB15A,1,0,0,0,1,0,0,0,0,2,2,2
TMX4,0,0,0,0,2,0,0,0,0,2,2,2
TNFAIP2,0,0,0,0,2,0,0,0,0,2,2,2
TNFRSF14,1,0,0,0,1,0,0,0,0,2,2,2
TNFRSF19,0,0,0,0,2,0,0,0,0,2,2,2
TNFRSF1B,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF12-TNFSF13,0,0,0,0,2,0,0,0,0,2,2,2
TNFSF14,0,0,0,0,2,0,0,0,0,2,2,2
TNNC2,0,0,0,0,2,0,0,0,0,2,2,2
TNNT2,0,0,0,0,2,0,0,0,0,2,2,2
TNPO1,0,0,0,0,1,1,0,0,0,2,2,2
TNPO2,0,0,0,0,1,1,0,0,0,2,2,2
TOM1,0,0,0,0,2,0,0,0,0,2,2,2
TOMM40,0,0,0,0,2,0,0,0,0,2,2,2
TOMM40L,0,0,0,0,2,0,0,0,0,2,2,2
TOR1AIP2,0,0,0,0,2,0,0,0,0,2,2,2
TOR3A,0,0,0,0,2,0,0,0,0,2,2,2
TP53I13,1,0,0,0,1,0,0,0,0,2,2,2
TP53I3,0,0,0,0,2,0,0,0,0,2,2,2
TP63,0,0,0,0,2,0,0,0,0,2,2,2
TP73,0,0,0,0,2,0,0,0,0,2,2,2
TPD52,0,0,0,0,2,0,0,0,0,2,2,2
TPI1,0,0,0,0,2,0,0,0,0,2,2,2
TPM2,0,0,0,0,2,0,0,0,0,2,2,2
TPPP,0,0,0,0,2,0,0,0,0,2,2,2
TPRKB,0,0,0,0,2,0,0,0,0,2,2,2
TPRX1,0,0,0,0,2,0,0,0,0,2,2,2
TPX2,0,0,0,0,1,0,0,1,0,2,2,2
TRA2A,0,0,0,0,2,0,0,0,0,2,2,2
TRAF2,1,0,0,0,1,0,0,0,0,2,2,2
TRAM1L1,1,0,0,0,1,0,0,0,0,2,2,2
TRAPPC1,0,0,0,0,2,0,0,0,0,2,2,2
TRAPPC12,0,0,0,0,2,0,0,0,0,2,2,2
TRAPPC2,0,0,0,0,1,1,0,0,0,2,2,2
TRAPPC2L,0,0,0,0,1,0,0,1,0,2,2,2
TRAPPC5,0,0,0,0,2,0,0,0,0,2,2,2
TRAV1-1,0,0,0,0,2,0,0,0,0,2,2,2
TRAV10,0,0,0,0,1,1,0,0,0,2,2,2
TRAV12-1,0,0,0,0,1,1,0,0,0,2,2,2
TRAV12-3,0,0,0,0,2,0,0,0,0,2,2,2
TRAV2,0,0,0,0,1,1,0,0,0,2,2,2
TRAV23DV6,0,0,0,0,2,0,0,0,0,2,2,2
TRAV3,0,0,0,0,2,0,0,0,0,2,2,2
TRAV38-2DV8,0,0,0,0,2,0,0,0,0,2,2,2
TRAV4,0,0,0,0,2,0,0,0,0,2,2,2
TRAV41,0,0,0,0,2,0,0,0,0,2,2,2
TRAV6,0,0,0,0,1,1,0,0,0,2,2,2
TRAV8-2,0,0,0,0,2,0,0,0,0,2,2,2
TRAV8-7,0,0,0,0,2,0,0,0,0,2,2,2
TRBV20-1,0,0,0,0,2,0,0,0,0,2,2,2
TRDC,0,0,0,0,2,0,0,0,0,2,2,2
TRDMT1,0,0,0,0,2,0,0,0,0,2,2,2
TREH,0,0,0,0,2,0,0,0,0,2,2,2
TREML1,0,0,0,0,2,0,0,0,0,2,2,2
TRHR,0,0,0,0,2,0,0,0,0,2,2,2
TRIM10,0,0,0,0,2,0,0,0,0,2,2,2
TRIM14,0,0,0,0,2,0,0,0,0,2,2,2
TRIM17,0,0,0,0,2,0,0,0,0,2,2,2
TRIM39,0,0,0,0,2,0,0,0,0,2,2,2
TRIM45,0,0,0,0,2,0,0,0,0,2,2,2
TRIM48,0,0,0,0,2,0,0,0,0,2,2,2
TRIM50,0,1,0,0,1,0,0,0,0,2,2,2
TRIM63,0,0,0,0,2,0,0,0,0,2,2,2
TRIM68,1,0,0,0,1,0,0,0,0,2,2,2
TRIM71,0,0,0,0,2,0,0,0,0,2,2,2
TRIP13,0,0,0,0,2,0,0,0,0,2,2,2
TRMT10A,0,0,0,0,1,1,0,0,0,2,2,2
TRMT11,0,0,0,0,1,0,0,1,0,2,2,2
TRMT1L,0,0,0,0,2,0,0,0,0,2,2,2
TRMT6,0,0,0,0,2,0,0,0,0,2,2,2
TRNAU1AP,0,0,0,0,1,1,0,0,0,2,2,2
TRNT1,0,0,0,0,2,0,0,0,0,2,2,2
TRPV4,0,0,0,0,2,0,0,0,0,2,2,2
TRUB1,0,0,0,0,2,0,0,0,0,2,2,2
TSEN54,0,0,0,0,2,0,0,0,0,2,2,2
TSG101,0,0,0,0,2,0,0,0,0,2,2,2
TSNAX,0,0,0,0,2,0,0,0,0,2,2,2
TSPAN11,0,0,0,0,2,0,0,0,0,2,2,2
TSPAN15,0,0,0,0,2,0,0,0,0,2,2,2
TSPAN32,1,0,0,0,1,0,0,0,0,2,2,2
TSPAN5,0,1,0,0,1,0,0,0,0,2,2,2
TSR2,0,0,0,0,2,0,0,0,0,2,2,2
TSSK2,0,0,0,0,2,0,0,0,0,2,2,2
TSTD2,0,0,0,0,2,0,0,0,0,2,2,2
TTC19,0,0,1,0,1,0,0,0,0,2,2,2
TTC27,0,0,0,0,2,0,0,0,0,2,2,2
TTC31,0,0,0,0,2,0,0,0,0,2,2,2
TTC39B,0,0,0,0,2,0,0,0,0,2,2,2
TTC39C,0,0,0,0,1,0,0,1,0,2,2,2
TTC5,0,0,0,0,2,0,0,0,0,2,2,2
TTC6,0,0,0,0,2,0,0,0,0,2,2,2
TTI2,0,1,0,0,1,0,0,0,0,2,2,2
TTYH1,0,0,0,0,2,0,0,0,0,2,2,2
TUB,0,0,0,0,2,0,0,0,0,2,2,2
TUBA1A,0,0,0,0,2,0,0,0,0,2,2,2
TUBA8,0,0,0,0,2,0,0,0,0,2,2,2
TUBB2B,0,0,0,0,2,0,0,0,0,2,2,2
TUBB4A,0,0,0,0,2,0,0,0,0,2,2,2
TUBB4B,0,0,0,0,2,0,0,0,0,2,2,2
TUBG1,0,0,0,0,2,0,0,0,0,2,2,2
TUBGCP4,0,0,0,0,2,0,0,0,0,2,2,2
TUFT1,0,0,1,0,1,0,0,0,0,2,2,2
TULP1,0,0,0,0,2,0,0,0,0,2,2,2
TULP2,0,0,0,0,2,0,0,0,0,2,2,2
TUSC3,0,0,0,0,2,0,0,0,0,2,2,2
TWF2,0,0,0,0,2,0,0,0,0,2,2,2
TWIST1,0,0,0,0,1,1,0,0,0,2,2,2
TWSG1,0,0,0,0,2,0,0,0,0,2,2,2
TXNDC15,0,0,0,0,1,1,0,0,0,2,2,2
TXNRD1,0,0,0,0,2,0,0,0,0,2,2,2
UBA52,0,0,0,0,2,0,0,0,0,2,2,2
UBE2A,1,0,0,0,1,0,0,0,0,2,2,2
UBE2D2,0,0,0,0,2,0,0,0,0,2,2,2
UBE2D3,0,0,0,0,2,0,0,0,0,2,2,2
UBE2G1,1,0,0,0,1,0,0,0,0,2,2,2
UBE2J2,0,0,0,0,2,0,0,0,0,2,2,2
UBE2L6,0,0,0,0,2,0,0,0,0,2,2,2
UBE2Q2,0,0,0,0,2,0,0,0,0,2,2,2
UBE2R2,0,0,0,0,2,0,0,0,0,2,2,2
UBE2T,0,0,0,0,2,0,0,0,0,2,2,2
UBE3D,0,0,0,0,2,0,0,0,0,2,2,2
UBIAD1,0,0,0,0,2,0,0,0,0,2,2,2
UBOX5,0,0,0,0,2,0,0,0,0,2,2,2
UBQLN1,0,0,0,0,1,1,0,0,0,2,2,2
UBQLN2,0,0,0,0,2,0,0,0,0,2,2,2
UBTD2,0,0,0,0,2,0,0,0,0,2,2,2
UBXN2B,0,0,0,0,2,0,0,0,0,2,2,2
UBXN4,0,0,0,0,2,0,0,0,0,2,2,2
UBXN8,0,0,0,0,2,0,0,0,0,2,2,2
UCHL3,0,0,0,0,2,0,0,0,0,2,2,2
UCHL5,0,0,0,0,2,0,0,0,0,2,2,2
UCP3,0,0,0,0,2,0,0,0,0,2,2,2
UFD1,1,0,0,0,1,0,0,0,0,2,2,2
UGCG,0,0,0,0,2,0,0,0,0,2,2,2
UGT1A10,0,0,0,0,2,0,0,0,0,2,2,2
UGT1A3,0,0,0,0,2,0,0,0,0,2,2,2
UGT1A8,0,0,0,0,2,0,0,0,0,2,2,2
UGT2A3,0,0,0,0,2,0,0,0,0,2,2,2
UGT2B28,0,0,0,0,2,0,0,0,0,2,2,2
UGT3A1,0,0,0,0,2,0,0,0,0,2,2,2
ULBP3,0,0,0,0,2,0,0,0,0,2,2,2
ULK1,0,0,0,0,2,0,0,0,0,2,2,2
UPK1A,0,0,0,0,1,1,0,0,0,2,2,2
UQCC1,0,0,0,0,2,0,0,0,0,2,2,2
UQCRB,0,0,0,0,1,0,0,1,0,2,2,2
USF1,0,0,0,0,1,0,0,1,0,2,2,2
USP10,0,0,0,0,2,0,0,0,0,2,2,2
USP2,0,0,0,0,2,0,0,0,0,2,2,2
USP22,0,0,0,0,2,0,0,0,0,2,2,2
USP35,0,1,0,0,1,0,0,0,0,2,2,2
USP46,0,0,0,0,1,1,0,0,0,2,2,2
UTP11,0,0,0,0,2,0,0,0,0,2,2,2
UTP14C,0,0,0,0,2,0,0,0,0,2,2,2
VAMP5,0,0,0,0,2,0,0,0,0,2,2,2
VAPA,0,0,0,0,2,0,0,0,0,2,2,2
VARS1,0,0,0,0,1,1,0,0,0,2,2,2
VBP1,0,0,0,0,1,0,0,1,0,2,2,2
VCX,0,0,0,0,1,1,0,0,0,2,2,2
VDAC1,0,0,0,0,2,0,0,0,0,2,2,2
VEGFC,0,0,0,0,1,1,0,0,0,2,2,2
VEZF1,0,0,0,0,2,0,0,0,0,2,2,2
VGF,0,0,0,0,2,0,0,0,0,2,2,2
VGLL1,0,0,0,0,2,0,0,0,0,2,2,2
VIP,0,0,0,0,2,0,0,0,0,2,2,2
VIPAS39,0,1,0,0,0,0,0,0,1,2,2,2
VMP1,0,0,0,0,0,1,0,1,0,2,2,2
VN1R2,0,0,0,0,2,0,0,0,0,2,2,2
VN1R4,0,0,0,0,1,1,0,0,0,2,2,2
VPS26B,0,0,0,0,1,1,0,0,0,2,2,2
VPS36,0,0,0,0,1,0,0,1,0,2,2,2
VPS51,0,0,0,0,2,0,0,0,0,2,2,2
VPS72,0,0,1,0,1,0,0,0,0,2,2,2
VPS9D1,0,0,0,0,2,0,0,0,0,2,2,2
VRK1,1,0,0,0,1,0,0,0,0,2,2,2
VSIG4,0,0,0,0,2,0,0,0,0,2,2,2
VSTM1,0,0,0,0,2,0,0,0,0,2,2,2
VTCN1,1,0,0,0,1,0,0,0,0,2,2,2
VTI1B,0,0,0,0,1,0,0,1,0,2,2,2
VTN,0,0,0,0,2,0,0,0,0,2,2,2
